Suburb,BuildingArea,Latitude,Longitude
Kealba,163.0,-37.7367,144.8246
Craigieburn,171.0,-37.5951,144.9091
Mulgrave,107.0,-37.93271,145.17792
Kealba,121.0,-37.7305,144.824
Airport West,192.0,-37.7285,144.8694
Epping,114.0,-37.64206,145.03703
Northcote,55.0,-37.7842,144.9991
Jacana,89.0,-37.68582,144.91638
Pascoe Vale,141.0,-37.734,144.9416
Altona,242.0,-37.87,144.825
Hawthorn East,178.0,-37.82671,145.04786
Glen Waverley,133.0,-37.86361,145.15233
St Kilda,53.0,-37.8614,144.9741
Hawthorn East,241.0,-37.8348,145.0503
Northcote,125.0,-37.7759,144.9909
Box Hill,110.0,-37.8275,145.1298
North Melbourne,55.0,-37.802,144.9516
South Melbourne,113.0,-37.8329,144.9529
Footscray,120.0,-37.8012,144.8924
Box Hill,80.0,-37.8158,145.1384
Footscray,70.0,-37.7903,144.8899
Balaclava,180.0,-37.8668,144.9928
Avondale Heights,124.0,-37.75728,144.85825
South Yarra,89.0,-37.8454,144.9888
Parkdale,213.0,-38.00205,145.07853
South Yarra,44.0,-37.8404,145.0045
Ormond,140.0,-37.9047,145.0274
Hawthorn East,99.0,-37.844,145.0496
South Morang,222.0,-37.61957,145.0948
Sunshine West,106.0,-37.8003,144.8097
Keilor East,140.0,-37.74214,144.86965
Richmond,110.0,-37.82146,145.00203
Northcote,135.0,-37.7745,145.0045
St Kilda,71.0,-37.8665,144.9833
Sunshine West,151.0,-37.7871,144.8083
Diamond Creek,135.0,-37.66529,145.15363
Flemington,153.0,-37.78273,144.92358
Glenroy,125.0,-37.7029,144.9053
Eltham,160.0,-37.70693,145.1477
Taylors Lakes,223.0,-37.68251,144.77764
Ascot Vale,170.0,-37.7755,144.9275
Fitzroy North,183.0,-37.77501,144.98491
Springvale South,105.0,-37.98031,145.15497
Footscray,35.0,-37.8014,144.8959
Airport West,134.0,-37.73026,144.88652
Bulleen,185.0,-37.76548,145.08535
Heidelberg Heights,80.0,-37.7435,145.0486
South Morang,170.0,-37.65116,145.09417
Hawthorn East,181.0,-37.8451,145.0525
Glen Iris,38.0,-37.8574,145.04795
Dingley Village,185.0,-37.98146,145.11715
Craigieburn,245.0,-37.59385,144.89137
Meadow Heights,122.0,-37.65155,144.91912
Hawthorn,55.0,-37.826,145.0239
Moonee Ponds,125.0,-37.7685,144.9183
Brighton East,117.0,-37.9317,145.0218
Footscray,53.0,-37.80376,144.89862
Footscray,98.0,-37.7903,144.8879
Newport,133.0,-37.8458,144.88896
Coburg,230.0,-37.7471,144.9579
Brunswick,120.0,-37.7743,144.9637
Pascoe Vale,130.0,-37.7195,144.9456
Albert Park,58.0,-37.84469,144.95578
Fawkner,97.0,-37.7144,144.9737
Pascoe Vale,109.0,-37.7209,144.93
Carnegie,50.0,-37.8858,145.0632
Heidelberg West,115.96,-37.73712,145.0369
Coburg,164.0,-37.7531,144.9504
Caulfield,78.0,-37.8852,145.024
Sydenham,156.0,-37.69106,144.75854
Glenroy,96.0,-37.70489,144.91033
Ascot Vale,62.0,-37.7733,144.9219
Camberwell,189.0,-37.83411,145.06916
Croydon,105.0,-37.81083,145.28792
Brighton East,249.0,-37.91818,145.01513
South Melbourne,126.0,-37.8391,144.9501
Strathmore,104.0,-37.72794,144.92021
Footscray,126.0,-37.7905,144.8882
Strathmore,302.0,-37.71965,144.90831
Bentleigh East,89.0,-37.92345,145.0659
Clarinda,114.0,-37.93765,145.10583
Balwyn North,109.0,-37.78963,145.07365
Kew,221.0,-37.80877,145.04594
West Footscray,149.0,-37.7926,144.8639
West Footscray,162.0,-37.7941,144.881
Bentleigh,112.0,-37.9291,145.0472
Rosanna,89.0,-37.747,145.07
Altona Meadows,190.0,-37.87774,144.77313
Glen Iris,93.0,-37.85563,145.04369
Caulfield North,215.0,-37.8698,145.0325
Aberfeldie,35.0,-37.7614,144.8953
Brunswick East,67.0,-37.7738,144.9733
Carnegie,147.0,-37.89235,145.04954
Keilor Downs,204.0,-37.7191,144.8082
Albert Park,98.0,-37.8443,144.9481
Moonee Ponds,203.0,-37.76086,144.90497
Brunswick,48.0,-37.762,144.9647
Moonee Ponds,258.0,-37.7661,144.9076
Hampton East,150.0,-37.9431,145.0274
St Kilda,67.0,-37.87349,144.9798
Ascot Vale,117.0,-37.77266,144.9131
Cheltenham,130.0,-37.96836,145.06452
Brooklyn,87.0,-37.8226,144.8392
Doncaster East,121.0,-37.78738,145.16033
Coburg,114.0,-37.7493,144.97
Ormond,65.0,-37.903,145.0452
Oakleigh South,112.0,-37.9191,145.0855
Kew,196.0,-37.80166,145.04333
Greensborough,169.0,-37.69646,145.12163
Noble Park,151.0,-37.96437,145.18405
Yarraville,178.0,-37.8177,144.8839
Kew,88.0,-37.81202,145.04217
Carnegie,48.0,-37.8965,145.0618
Mill Park,175.0,-37.67273,145.06998
Carnegie,193.0,-37.8928,145.0531
Balwyn North,185.0,-37.7856,145.0918
Highett,103.0,-37.95408,145.03569
Brunswick,194.0,-37.76549,144.96366
Ringwood,198.0,-37.81756,145.23526
Preston,87.0,-37.7441,145.0221
Sunshine,122.0,-37.7802,144.8374
Northcote,160.0,-37.7798,144.9952
Keilor Park,129.0,-37.7212,144.8598
Camberwell,56.0,-37.8493,145.0877
Coburg North,105.0,-37.7295,144.9641
Ferntree Gully,109.0,-37.8854,145.3014
Port Melbourne,70.0,-37.8407,144.9389
Collingwood,88.0,-37.7954,144.9868
Heidelberg,109.0,-37.748,145.0625
Maidstone,146.0,-37.7798,144.8661
Bundoora,154.0,-37.6972,145.05135
Heidelberg,107.0,-37.75343,145.06328
Fitzroy,124.0,-37.79395,144.97698
Kew,184.0,-37.7993,145.0267
Fitzroy,163.0,-37.80475,144.98228
Bentleigh,160.0,-37.9289,145.0478
Pascoe Vale,166.0,-37.7328,144.9281
Alphington,40.0,-37.78469,145.03239
Bulleen,175.0,-37.7674,145.0988
Box Hill,158.0,-37.8229,145.1217
Point Cook,135.0,-37.9105,144.73457
Glenroy,73.0,-37.70628,144.92379
Coburg North,37.0,-37.7302,144.9816
Coburg,136.0,-37.74636,144.95833
Sandringham,20.0,-37.95333,145.01048
Pascoe Vale,142.0,-37.7223,144.9315
Sunshine,165.0,-37.7809,144.8424
St Kilda,107.0,-37.86257,144.99161
Meadow Heights,108.0,-37.64992,144.91883
Aspendale,146.0,-38.02357,145.10492
Dandenong North,135.0,-37.96877,145.22082
Aberfeldie,186.0,-37.7609,144.89886
Glen Iris,131.0,-37.8574,145.0494
Donvale,116.0,-37.80349,145.19666
Clayton,100.0,-37.92559,145.10804
Newport,118.0,-37.849,144.8907
Westmeadows,122.0,-37.67949,144.88349
Strathmore,274.0,-37.73154,144.92243
Braybrook,128.0,-37.79373,144.84678
Cheltenham,156.0,-37.95569,145.06588
Lalor,0.0,-37.6701,145.005
Mulgrave,132.0,-37.92285,145.18549
Glen Waverley,119.0,-37.86993,145.16531
Albanvale,126.0,-37.74306,144.76679
Hawthorn East,185.0,-37.8255,145.0481
Point Cook,224.0,-37.88253,144.72763
Ringwood,139.0,-37.82144,145.2358
Glen Waverley,158.0,-37.87215,145.17259
Bentleigh East,133.0,-37.9286,145.069
Greenvale,193.0,-37.6558,144.8958
Point Cook,192.0,-37.89867,144.72649
Brighton East,286.0,-37.9292,145.0236
Rosanna,215.0,-37.73901,145.07582
Yarraville,152.0,-37.81845,144.87464
Oakleigh South,101.0,-37.91693,145.08739
Clifton Hill,127.0,-37.788,144.9967
Ashburton,278.0,-37.8715,145.0688
Glen Iris,170.0,-37.854,145.0832
Caulfield South,61.0,-37.8906,145.0259
Strathmore,127.0,-37.7302,144.9167
Yarraville,123.5,-37.82333,144.87955
Bentleigh,200.0,-37.92893,145.04581
Epping,120.0,-37.64954,145.03648
Maribyrnong,141.0,-37.7825,144.886
Avondale Heights,181.0,-37.76643,144.85492
Thornbury,140.0,-37.7588,144.9881
Yarraville,172.0,-37.8102,144.8857
Fairfield,140.0,-37.7696,145.0188
Keilor East,184.0,-37.7452,144.8652
Balwyn North,120.0,-37.7862,145.0739
Bulleen,76.0,-37.7787,145.0918
Greensborough,140.0,-37.69299,145.10591
Thornbury,80.0,-37.7591,145.0211
Malvern East,117.0,-37.8769,145.0471
Bentleigh East,183.0,-37.90866,145.07533
Yarraville,119.0,-37.8227,144.8827
South Kingsville,265.0,-37.8307,144.8725
South Kingsville,102.0,-37.8289,144.8671
Doncaster,120.0,-37.7909,145.1309
Mill Park,127.0,-37.6654,145.0568
Newport,86.0,-37.84212,144.88211
Brunswick,58.0,-37.7767,144.9676
Brunswick,104.0,-37.7563,144.96
Yarraville,128.0,-37.8172,144.8919
Craigieburn,144.0,-37.5812,144.9126
Armadale,80.0,-37.8554,145.0173
Windsor,48.0,-37.8508,144.984
West Melbourne,132.0,-37.8048,144.9424
Werribee,141.0,-37.90419,144.63761
Maribyrnong,93.0,-37.77296,144.88057
Doncaster,150.0,-37.7895,145.1116
Sunshine,104.0,-37.7969,144.8276
Caulfield North,43.0,-37.8744,145.0371
Keilor East,182.0,-37.7479,144.8805
Collingwood,44.0,-37.796,144.9911
Ormond,193.0,-37.905,145.029
Point Cook,224.0,-37.90037,144.73416
Pascoe Vale,121.0,-37.7177,144.9321
Chadstone,85.0,-37.87456,145.1027
Richmond,145.0,-37.8261,145.0127
Bentleigh East,180.0,-37.914,145.0714
Preston,92.0,-37.7345,144.9977
Bentleigh,96.0,-37.9178,145.0413
Carnegie,70.0,-37.8956,145.0613
Eltham,230.0,-37.71296,145.13773
Heidelberg,190.0,-37.752,145.0722
Wantirna,187.0,-37.85466,145.22367
Brunswick,134.0,-37.77455,144.96865
West Footscray,127.0,-37.7901,144.8682
Templestowe Lower,198.0,-37.76577,145.10729
Blackburn North,137.0,-37.80265,145.16099
Northcote,65.0,-37.7641,144.9958
Maribyrnong,110.0,-37.7823,144.887
Carnegie,90.0,-37.8973,145.0625
Kew,146.0,-37.81155,145.02845
St Kilda,49.0,-37.8716,144.9828
Altona North,117.0,-37.8291,144.835
Ringwood East,135.0,-37.81109,145.25738
Sunshine West,120.0,-37.7886,144.821
Toorak,94.0,-37.842,145.0046
Preston,118.0,-37.7423,145.0097
Sandringham,291.0,-37.9487,145.02145
Chadstone,115.0,-37.88267,145.10823
Kingsbury,110.0,-37.7133,145.0374
Wattle Glen,189.0,-37.66773,145.1824
Thornbury,48.0,-37.7603,145.0165
Fitzroy North,224.0,-37.78624,144.99343
Viewbank,233.0,-37.7378,145.0955
Melbourne,67.0,-37.8188,144.9544
Keilor East,135.0,-37.74588,144.87044
Oakleigh East,144.0,-37.90088,145.11692
Maribyrnong,234.0,-37.7848,144.8969
St Kilda,74.0,-37.8616,144.9907
Port Melbourne,87.0,-37.8431,144.9403
Bentleigh East,239.0,-37.91783,145.0816
Preston,129.0,-37.7307,145.0094
Coburg North,120.0,-37.7297,144.9645
Yarraville,146.0,-37.8124,144.8957
Essendon,83.0,-37.7575,144.9298
South Yarra,81.0,-37.8436,144.9925
Pascoe Vale,124.0,-37.7184,144.9488
Bentleigh East,99.0,-37.9315,145.0619
Coburg,131.0,-37.7539,144.9612
Flemington,60.0,-37.7833,144.9255
Brighton,70.0,-37.9081,145.0043
Niddrie,180.0,-37.7462,144.8873
Camberwell,188.0,-37.84717,145.09062
Thomastown,97.0,-37.67353,145.01125
Forest Hill,216.0,-37.83645,145.1603
Lalor,133.0,-37.66374,144.99871
Fairfield,226.0,-37.7749,145.0242
Southbank,73.0,-37.8229,144.9612
Mitcham,148.0,-37.81333,145.21214
Doncaster,131.0,-37.78118,145.11029
Moorabbin,152.0,-37.9387,145.0461
Brunswick East,135.0,-37.7684,144.9739
Elwood,83.0,-37.88094,144.99471
Oak Park,93.0,-37.7178,144.9121
Oakleigh,222.0,-37.898,145.0928
Clifton Hill,110.0,-37.79443,144.99944
Newport,118.0,-37.8415,144.8852
Greenvale,204.0,-37.64049,144.8846
Camberwell,118.0,-37.84764,145.09273
Yarraville,211.0,-37.811,144.8844
Fitzroy North,110.0,-37.7834,144.9862
Pascoe Vale,103.0,-37.7269,144.9447
Strathmore,208.0,-37.735,144.9203
Collingwood,91.0,-37.8026,144.9848
Pascoe Vale,98.0,-37.7311,144.9395
Brunswick,91.0,-37.76085,144.95834
Werribee,170.0,-37.89337,144.64003
Surrey Hills,85.0,-37.8351,145.103
Hawthorn,134.0,-37.8162,145.0206
Hawthorn,108.0,-37.82737,145.02971
Footscray,94.0,-37.8059,144.901
Melbourne,64.0,-37.8127,144.9627
Preston,120.0,-37.7279,144.9849
Richmond,81.0,-37.8218,145.0132
Northcote,165.0,-37.7741,144.9971
Elsternwick,81.0,-37.8849,144.9993
Pascoe Vale,113.0,-37.72332,144.92673
Moorabbin,196.0,-37.93923,145.05979
South Melbourne,113.0,-37.83185,144.96817
Southbank,70.0,-37.8228,144.9661
Altona,120.0,-37.8693,144.8375
Toorak,83.0,-37.8416,145.0313
Glen Waverley,101.0,-37.87606,145.15951
Footscray,108.0,-37.7959,144.8901
Heidelberg Heights,98.0,-37.7374,145.0537
Clifton Hill,135.0,-37.7921,144.9898
Kensington,86.0,-37.7897,144.9228
Craigieburn,177.0,-37.58905,144.93658
Parkdale,215.0,-37.9941,145.08355
Williamstown,160.0,-37.8621,144.8872
Gardenvale,65.0,-37.8971,145.0093
Keilor East,211.0,-37.74514,144.87313
South Yarra,138.0,-37.8453,144.9849
Brunswick,115.0,-37.76422,144.96888
Spotswood,109.0,-37.8309,144.889
Moonee Ponds,172.0,-37.75947,144.92542
Doncaster,185.0,-37.7906,145.1138
Bentleigh East,166.0,-37.9164,145.0765
Moonee Ponds,85.0,-37.7617,144.9367
Hillside,230.0,-37.68175,144.74087
Epping,76.0,-37.64511,145.04145
Elsternwick,255.0,-37.8942,145.0098
Fawkner,141.0,-37.71193,144.974
Ivanhoe,78.0,-37.7634,145.0406
Essendon,147.0,-37.7585,144.9317
Northcote,225.0,-37.7751,145.0099
Camberwell,85.0,-37.8378,145.0949
Richmond,118.0,-37.81471,145.0086
Williamstown,110.0,-37.8581,144.9015
Newport,65.0,-37.8421,144.8821
Mitcham,221.0,-37.81272,145.19188
Cheltenham,166.0,-37.9695,145.0593
Preston,83.0,-37.7436,145.0191
Altona North,107.0,-37.8454,144.84711
Glen Iris,188.0,-37.8602,145.0925
Bentleigh,127.0,-37.9149,145.0254
Ivanhoe,110.0,-37.7661,145.0354
Preston,145.0,-37.7373,144.9864
Epping,210.0,-37.62702,145.02508
North Melbourne,84.0,-37.8022,144.9439
Pascoe Vale,111.0,-37.7253,144.938
Kensington,72.0,-37.7959,144.9343
Balwyn,150.0,-37.8013,145.0652
Cheltenham,136.0,-37.96748,145.07105
Niddrie,180.0,-37.7445,144.8834
Boronia,138.0,-37.85284,145.26942
Coburg,107.0,-37.7422,144.9606
St Kilda,115.0,-37.8718,144.9767
Newport,109.0,-37.8469,144.8766
Sunshine,115.0,-37.78956,144.84526
Moonee Ponds,168.0,-37.7609,144.9296
Maribyrnong,88.0,-37.7716,144.882
Heidelberg West,106.0,-37.7344,145.044
Greensborough,142.0,-37.71536,145.10205
Preston,140.0,-37.72879,144.98538
Mitcham,124.0,-37.8258,145.1905
Yarraville,124.0,-37.81335,144.89471
Nunawading,274.0,-37.81113,145.17681
South Yarra,216.0,-37.83986,144.98598
Avondale Heights,120.0,-37.7591,144.8542
Camberwell,131.0,-37.8426,145.0943
Delahey,126.0,-37.716,144.76879
Essendon,93.0,-37.7598,144.9128
Blackburn,121.0,-37.81511,145.15828
Mill Park,132.0,-37.66925,145.04983
Fitzroy North,93.0,-37.77796,144.98374
Keilor East,166.0,-37.73775,144.86645
Sunshine West,133.0,-37.7928,144.804
Caulfield South,85.0,-37.8887,145.0207
Keilor Downs,164.0,-37.72305,144.81074
Hoppers Crossing,150.0,-37.84958,144.67154
Black Rock,74.0,-37.97853,145.0175
South Melbourne,153.0,-37.8383,144.9632
Craigieburn,149.0,-37.57799,144.91202
Watsonia,153.0,-37.7112,145.0869
Armadale,96.0,-37.8543,145.016
Brunswick West,62.0,-37.7676,144.9394
Greensborough,220.0,-37.69073,145.09421
Abbotsford,210.0,-37.8024,144.9993
Essendon,142.0,-37.74541,144.89844
Hoppers Crossing,144.0,-37.88976,144.68211
Braybrook,135.0,-37.7815,144.855
Abbotsford,75.0,-37.801,144.9989
Point Cook,244.0,-37.90584,144.74858
Coburg,100.0,-37.735,144.9558
South Yarra,73.0,-37.835,145.0002
Thomastown,135.0,-37.68211,145.03204
Elsternwick,192.0,-37.892,145.008
South Yarra,207.0,-37.8425,144.9877
Balaclava,100.0,-37.8663,144.9948
Craigieburn,130.0,-37.5681,144.9086
Essendon,120.0,-37.7442,144.9045
Thornbury,66.0,-37.7541,145.0088
South Melbourne,150.0,-37.8319,144.9682
Wantirna South,220.0,-37.86148,145.2445
Richmond,43.0,-37.8127,145.0094
Coburg,187.0,-37.7503,144.9481
Bentleigh,194.0,-37.9166,145.0418
South Yarra,79.0,-37.8361,144.9842
Cheltenham,137.0,-37.9717,145.06601
Ivanhoe,140.0,-37.7674,145.0392
Essendon,292.0,-37.75396,144.89796
Preston,3.0,-37.7428,145.0081
Strathmore,25.0,-37.7345,144.9196
Oakleigh,232.0,-37.8915,145.0888
Footscray,109.0,-37.7962,144.8844
Brunswick,112.0,-37.7674,144.966
Yarraville,210.68,-37.8233,144.8825
Moonee Ponds,281.0,-37.7707,144.93175
Preston,67.0,-37.7441,144.9999
Moorabbin,199.0,-37.9395,145.0477
Coburg,112.9,-37.7422,144.9604
Maidstone,121.0,-37.7869,144.8749
Glen Iris,124.0,-37.85574,145.09051
Sunshine,144.0,-37.7939,144.8283
Dingley Village,151.0,-37.98564,145.12715
Oakleigh,190.0,-37.90114,145.10357
Richmond,60.0,-37.822,145.0104
Coburg North,115.0,-37.73251,144.98178
Jacana,94.0,-37.6845,144.90761
Hawthorn,60.0,-37.8216,145.0343
Murrumbeena,132.0,-37.89561,145.07502
Oakleigh South,120.0,-37.9215,145.0925
Essendon,65.0,-37.745,144.915
Port Melbourne,126.0,-37.83705,144.94515
Avondale Heights,150.0,-37.7573,144.8534
Alphington,140.0,-37.7804,145.0308
Ivanhoe,165.0,-37.7702,145.0398
Ormond,153.0,-37.8993,145.0447
Hawthorn,30.0,-37.8292,145.0322
St Kilda,44.4,-37.87312,144.97986
Armadale,88.0,-37.8593,145.0156
Sunshine North,183.0,-37.76482,144.83375
Footscray,69.0,-37.7903,144.891
Moorabbin,43.0,-37.9428,145.0584
Preston,232.0,-37.74587,144.99245
Craigieburn,129.0,-37.60603,144.941
Northcote,108.0,-37.7662,145.0096
Ivanhoe,114.0,-37.76091,145.04437
Hoppers Crossing,152.0,-37.85075,144.67383
Coburg,113.0,-37.73576,144.97922
Bellfield,145.0,-37.7527,145.0392
Ascot Vale,185.0,-37.7766,144.9143
Oakleigh,146.0,-37.9055,145.1024
Ascot Vale,162.0,-37.78034,144.92494
Preston,65.0,-37.73543,145.0162
Surrey Hills,277.0,-37.8286,145.1094
Coburg,180.0,-37.7481,144.9663
Keilor East,156.0,-37.7517,144.8776
Roxburgh Park,143.0,-37.62584,144.92506
South Kingsville,135.0,-37.83172,144.86683
Noble Park,130.0,-37.96318,145.18962
Prahran,0.0,-37.85257,145.00296
Rowville,220.0,-37.92778,145.24796
Bentleigh East,191.0,-37.9358,145.0688
Ormond,52.0,-37.8986,145.042
Northcote,90.0,-37.7757,145.0119
Abbotsford,64.0,-37.80915,145.00066
Glenroy,82.0,-37.69558,144.93223
Brighton East,34.0,-37.9308,145.0316
Glen Waverley,182.85,-37.88902,145.16678
Albert Park,83.0,-37.8424,144.9562
Brunswick West,119.0,-37.763,144.9439
Balwyn North,250.0,-37.7982,145.0903
Sunshine West,131.0,-37.7891,144.823
Beaumaris,175.0,-37.98902,145.04153
Footscray,106.0,-37.8012,144.8921
Yarraville,190.0,-37.81968,144.89355
Kew,115.0,-37.79855,145.04493
North Melbourne,98.0,-37.8015,144.9526
Brunswick East,34.0,-37.7734,144.97686
Williamstown,115.0,-37.86558,144.90474
Hoppers Crossing,158.0,-37.87051,144.7141
Melbourne,60.0,-37.8084,144.9602
Brunswick,78.0,-37.75908,144.96969
Thornbury,150.0,-37.7595,145.0241
Moonee Ponds,29.0,-37.77154,144.91597
Doncaster East,170.0,-37.78758,145.16792
Prahran,121.0,-37.8503,144.9913
Port Melbourne,76.0,-37.8322,144.947
Hadfield,104.0,-37.70444,144.95274
Prahran,160.0,-37.8512,145.0053
Coburg,150.0,-37.7543,144.97134
Maidstone,121.0,-37.7882,144.8784
Moonee Ponds,114.0,-37.76285,144.90575
Moorabbin,137.0,-37.939,145.0533
Bundoora,132.0,-37.7049,145.0561
Carlton,109.0,-37.8052,144.9604
Richmond,68.0,-37.815,145.0089
Brighton East,244.0,-37.931,145.0198
Ashburton,200.0,-37.86058,145.08542
Coburg,80.0,-37.73704,144.97959
Point Cook,136.0,-37.90601,144.73621
Gladstone Park,136.0,-37.68641,144.89826
Ringwood,126.0,-37.8101,145.21697
Brunswick,113.0,-37.76392,144.9662
Carlton,70.0,-37.7969,144.9669
Doncaster East,145.0,-37.78963,145.16973
Moorabbin,107.0,-37.9429,145.0474
Brunswick West,115.0,-37.7552,144.9458
Heidelberg Heights,105.0,-37.7368,145.05048
Brunswick West,65.0,-37.7543,144.9385
Werribee,127.0,-37.8949,144.6626
Mont Albert,148.0,-37.8167,145.107
Murrumbeena,267.0,-37.8916,145.0753
Balwyn North,185.0,-37.7917,145.0868
Kew,87.0,-37.8148,145.0571
West Melbourne,81.0,-37.8118,144.9526
Mitcham,90.0,-37.80574,145.18832
Coburg,125.0,-37.7544,144.9764
Templestowe,255.0,-37.77374,145.14048
Mont Albert,250.0,-37.81465,145.10415
Doncaster East,154.0,-37.7818,145.1494
Carlton North,56.0,-37.7798,144.9707
Moonee Ponds,82.0,-37.7701,144.9079
Heidelberg Heights,125.0,-37.73736,145.05603
Albion,35.0,-37.7849,144.8272
Black Rock,88.0,-37.96341,145.01735
Airport West,136.0,-37.7284,144.8874
Mulgrave,126.0,-37.92769,145.16792
Malvern East,97.0,-37.87798,145.06731
South Yarra,42.0,-37.8406,145.0035
Elwood,87.0,-37.8835,144.99549
Yarraville,79.0,-37.822,144.89
Hampton,180.0,-37.938,145.01357
Glenroy,145.0,-37.6962,144.9376
Templestowe Lower,160.0,-37.7617,145.1065
Albion,121.0,-37.78036,144.8195
Brunswick West,57.0,-37.7707,144.9488
Ascot Vale,77.0,-37.7776,144.9142
Altona North,100.0,-37.83658,144.86199
Pascoe Vale,281.0,-37.7236,144.9347
Northcote,140.0,-37.7762,145.0027
Hawthorn East,55.0,-37.8278,145.0565
Northcote,124.0,-37.76788,144.98621
Templestowe,215.0,-37.76797,145.13799
Oak Park,204.0,-37.71652,144.91211
Fitzroy,88.0,-37.8029,144.9772
Cheltenham,120.0,-37.96388,145.07807
Balwyn North,128.0,-37.78483,145.07477
Footscray,275.0,-37.7939,144.8846
Newport,140.0,-37.845,144.8873
Coburg,100.0,-37.74914,144.96826
Richmond,91.0,-37.8198,145.005
Glen Iris,26.0,-37.8503,145.0586
Footscray,160.0,-37.7958,144.9001
Essendon,181.0,-37.74653,144.91412
Oak Park,76.0,-37.7209,144.9179
Bundoora,119.0,-37.70301,145.06341
Northcote,131.0,-37.7663,145.0118
Bundoora,130.0,-37.68238,145.06432
Brighton,120.0,-37.91155,145.00657
Fitzroy North,75.0,-37.777,144.9838
Ormond,156.0,-37.9036,145.0521
Strathmore Heights,277.0,-37.7141,144.8995
Templestowe Lower,128.0,-37.7556,145.0946
Kensington,122.0,-37.79496,144.92659
Maribyrnong,166.0,-37.7713,144.8937
Parkdale,131.0,-37.99577,145.07215
Yarraville,72.0,-37.8106,144.8957
Bentleigh East,196.0,-37.9252,145.0562
Avondale Heights,153.0,-37.7584,144.8568
Elwood,50.0,-37.8785,144.9885
Newport,102.0,-37.8416,144.8651
Camberwell,195.0964,-37.84627,145.08366
Taylors Hill,193.0,-37.71071,144.74962
Carnegie,100.0,-37.8863,145.066
Oakleigh South,172.0,-37.9213,145.0854
Camberwell,82.6,-37.8401,145.09113
Bulleen,140.0,-37.7599,145.0849
Balwyn,218.0,-37.811,145.0958
Heidelberg West,99.0,-37.7386,145.0387
Balwyn North,213.0,-37.7827,145.0945
Northcote,69.0,-37.7793,144.9972
Malvern East,132.0,-37.8752,145.0817
Fawkner,148.0,-37.69628,144.96752
Ascot Vale,194.0,-37.77593,144.92156
Collingwood,137.0,-37.79557,144.99158
Keysborough,201.0,-38.00009,145.16959
Camberwell,87.0,-37.8459,145.088
Werribee,106.0,-37.88098,144.65754
South Morang,184.0,-37.65766,145.09505
North Melbourne,119.0,-37.8018,144.9429
Montmorency,210.0,-37.72087,145.12601
Port Melbourne,96.0,-37.83509,144.94286
Gladstone Park,221.0,-37.68329,144.89302
Epping,127.0,-37.62864,145.02265
Sunshine,113.0,-37.7906,144.8387
Roxburgh Park,164.0,-37.63797,144.92776
Hampton,220.0,-37.9381,145.0161
Maribyrnong,223.0,-37.77008,144.89428
Kensington,80.0,-37.7899,144.9231
Sunshine West,178.0,-37.7967,144.8083
Newport,127.0,-37.8441,144.8805
Glenroy,99.0,-37.69705,144.94219
Oakleigh South,147.0,-37.91121,145.09598
Bentleigh East,96.0,-37.9241,145.0763
Bentleigh East,79.0,-37.9293,145.0657
Epping,98.0,-37.64692,145.05217
Oak Park,183.0,-37.718,144.9138
Keilor East,140.0,-37.7295,144.8644
Balwyn North,220.0,-37.79021,145.06674
Niddrie,111.0,-37.73901,144.89154
Blackburn,96.0,-37.82956,145.13868
Keilor Downs,180.0,-37.72321,144.80882
Newport,110.0,-37.84461,144.87515
East Melbourne,177.0,-37.81351,144.98804
Hampton,139.0,-37.93487,145.00093
Yarraville,99.0,-37.81306,144.88085
Werribee,125.0,-37.88537,144.65337
Avondale Heights,225.0,-37.7654,144.8655
Pascoe Vale,166.0,-37.7328,144.9281
Essendon West,160.0,-37.7527,144.8824
Oakleigh East,146.0,-37.90822,145.12036
Malvern East,126.0,-37.8846,145.0861
Brighton East,235.0,-37.92367,145.00993
Sandringham,165.0,-37.95882,145.02138
Mulgrave,3.0,-37.92829,145.19647
Carnegie,82.0,-37.8873,145.0559
Thornbury,234.0,-37.7617,145.0117
Abbotsford,110.0,-37.8056,144.993
Moonee Ponds,145.0,-37.7704,144.9162
Maribyrnong,142.0,-37.7693,144.8905
Donvale,187.0,-37.77323,145.18029
Balwyn,72.0,-37.8162,145.0841
Briar Hill,116.0,-37.70216,145.12039
Richmond,87.0,-37.82241,145.00235
Malvern East,126.0,-37.88066,145.05466
Hughesdale,118.0,-37.8966,145.0863
Williamstown,179.0,-37.8644,144.9039
Coburg,89.0,-37.7505,144.9725
Glenroy,1.0,-37.70017,144.92648
Seddon,65.0,-37.8087,144.8978
Tullamarine,156.0,-37.6971,144.8845
Werribee,148.0,-37.91807,144.63816
Hillside,155.0,-37.6883,144.74225
Yarraville,118.0,-37.82119,144.88103
Thornbury,96.0,-37.7606,144.9995
Keysborough,131.0,-37.99318,145.15939
Bentleigh East,128.0,-37.9178,145.05414
Meadow Heights,94.0,-37.64821,144.92527
Sunshine West,141.0,-37.7912,144.8215
Brighton East,250.0,-37.9182,145.0231
Sunshine North,137.0,-37.758,144.8256
Glenroy,174.0,-37.69633,144.93069
Rosanna,153.0,-37.73281,145.0693
Craigieburn,255.0,-37.57383,144.92424
Essendon,224.0,-37.7499,144.8927
South Melbourne,112.0,-37.83326,144.95464
Nunawading,113.0,-37.81359,145.17574
Brunswick West,123.0,-37.7652,144.9454
Yarraville,82.0,-37.82,144.891
Bentleigh East,79.0,-37.91,145.0842
Craigieburn,200.71,-37.58505,144.93592
