Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Latitude,Longitude,Regionname,Propertycount,Price_USD
South Morang,82 Trinity Wy,4,h,737500.0,S,Millership,21/10/2017,20.5,3752.0,4.0,2.0,2.0,676.0,178.0,2002.0,Whittlesea City Council,-37.63132,145.06562,Northern Metropolitan,7969.0,553125.0
South Yarra,7 MacFarlan La,3,h,1750000.0,S,Jellis,21/10/2017,2.7,3141.0,3.0,2.0,2.0,153.0,162.0,1996.0,Melbourne City Council,-37.83998,144.98877,Southern Metropolitan,14887.0,1312500.0
Springvale,58 Ellen St,3,h,880000.0,S,C21,21/10/2017,20.8,3171.0,3.0,1.0,2.0,554.0,94.0,1950.0,Greater Dandenong City Council,-37.95277,145.14194,South-Eastern Metropolitan,7412.0,660000.0
St Helena,7 Lesay Dr,4,h,870000.0,VB,Flannagan,21/10/2017,16.1,3088.0,4.0,2.0,2.0,673.0,167.0,1985.0,Banyule City Council,-37.68467,145.14103,Eastern Metropolitan,915.0,652500.0
Sunbury,4 Long Dr,3,h,520000.0,S,Leading,21/10/2017,31.7,3429.0,3.0,2.0,1.0,646.0,130.0,1995.0,Hume City Council,-37.56172,144.70459,Western Metropolitan,14092.0,390000.0
Sunbury,3 Terence St,3,h,515000.0,S,Barry,21/10/2017,31.7,3429.0,3.0,1.0,2.0,689.0,133.0,1965.0,Hume City Council,-37.58271,144.73207,Western Metropolitan,14092.0,386250.0
Sunshine West,6 Engblom Ct,3,h,570000.0,S,S&L,21/10/2017,10.5,3020.0,3.0,2.0,1.0,255.0,108.0,2015.0,Brimbank City Council,-37.79482,144.79027,Western Metropolitan,6763.0,427500.0
Sunshine West,116 Glengala Rd,3,h,820000.0,S,Douglas,21/10/2017,10.5,3020.0,3.0,2.0,4.0,,130.0,1950.0,Brimbank City Council,-37.78929,144.81414,Western Metropolitan,6763.0,615000.0
Surrey Hills,13 Verdun St,3,h,1975000.0,PI,Marshall,21/10/2017,10.2,3127.0,3.0,2.0,2.0,,155.0,1920.0,Boroondara City Council,-37.83395,145.09405,Southern Metropolitan,5457.0,1481250.0
Templestowe,8 Shelley Ct,3,h,1290000.0,S,Barry,21/10/2017,15.5,3106.0,3.0,2.0,2.0,960.0,200.0,1985.0,Manningham City Council,-37.76598,145.16524,Eastern Metropolitan,6202.0,967500.0
Templestowe Lower,3 Marcus Rd,3,h,1435000.0,PI,H,21/10/2017,12.4,3107.0,3.0,1.0,2.0,738.0,114.0,1960.0,Manningham City Council,-37.77154,145.10361,Eastern Metropolitan,5420.0,1076250.0
Thomastown,35 Bates Av,3,h,710000.0,S,HAR,21/10/2017,15.3,3074.0,3.0,1.0,6.0,,109.0,1975.0,Whittlesea City Council,-37.67973,145.03853,Northern Metropolitan,7955.0,532500.0
Thornbury,207 Collins St,2,h,1025000.0,S,Nelson,21/10/2017,7.0,3071.0,2.0,1.0,2.0,,92.0,1950.0,Darebin City Council,-37.75625,145.02194,Northern Metropolitan,8870.0,768750.0
Thornbury,11 Gladhall Av,4,h,1516000.0,S,Woodards,21/10/2017,7.0,3071.0,4.0,2.0,2.0,523.0,145.0,,Darebin City Council,-37.75714,145.01981,Northern Metropolitan,8870.0,1137000.0
Tullamarine,14 Derby St,3,h,610000.0,SP,Jason,21/10/2017,12.9,3043.0,3.0,1.0,1.0,534.0,150.0,1980.0,Brimbank City Council,-37.69211,144.87562,Western Metropolitan,3296.0,457500.0
Tullamarine,55 Derby St,3,h,805000.0,SP,Jason,21/10/2017,12.9,3043.0,3.0,1.0,4.0,802.0,108.0,1960.0,Brimbank City Council,-37.6899,144.87418,Western Metropolitan,3296.0,603750.0
Viewbank,38 Castleton Rd,4,h,1011000.0,S,Miles,21/10/2017,8.9,3084.0,4.0,1.0,2.0,,158.0,1970.0,Banyule City Council,-37.73144,145.09387,Eastern Metropolitan,2698.0,758250.0
Wantirna,159 Harold St,4,h,950000.0,S,Noel,21/10/2017,14.7,3152.0,4.0,2.0,2.0,752.0,187.0,1980.0,Knox City Council,-37.85466,145.22367,Eastern Metropolitan,5424.0,712500.0
Wantirna South,81 Sylphide Wy,4,h,1036000.0,S,Noel,21/10/2017,14.7,3152.0,4.0,2.0,2.0,772.0,163.0,1980.0,Knox City Council,-37.88366,145.22212,Eastern Metropolitan,7082.0,777000.0
Watsonia,96 Watsonia Rd,4,h,1000000.0,S,Nelson,21/10/2017,14.5,3087.0,4.0,2.0,2.0,577.0,119.0,1960.0,Banyule City Council,-37.70864,145.08328,Northern Metropolitan,2329.0,750000.0
Werribee,10 Adam Ct,3,h,490000.0,SP,Sweeney,21/10/2017,14.7,3030.0,3.0,2.0,0.0,530.0,144.0,1992.0,Wyndham City Council,-37.8917,144.63972,Western Metropolitan,16166.0,367500.0
Werribee,1 Egret Ct,3,h,470000.0,SP,Greg,21/10/2017,14.7,3030.0,3.0,2.0,2.0,568.0,146.0,1987.0,Wyndham City Council,-37.88173,144.66524,Western Metropolitan,16166.0,352500.0
Werribee,95 Rosella Av,3,h,558000.0,S,Ray,21/10/2017,14.7,3030.0,3.0,1.0,2.0,693.0,114.0,1988.0,Wyndham City Council,-37.8833,144.66801,Western Metropolitan,16166.0,418500.0
West Footscray,201 Essex St,3,h,870000.0,SP,Jas,21/10/2017,6.4,3012.0,3.0,1.0,2.0,390.0,96.0,1940.0,Maribyrnong City Council,-37.79256,144.86715,Western Metropolitan,5058.0,652500.0
Westmeadows,7 Pershore Ct,3,h,570000.0,SP,Barry,21/10/2017,16.5,3049.0,3.0,1.0,2.0,468.0,104.0,1980.0,Hume City Council,-37.68047,144.88503,Northern Metropolitan,2474.0,427500.0
Wheelers Hill,36 Chancellor Dr,5,h,1050000.0,SP,Bekdon,21/10/2017,16.7,3150.0,5.0,2.0,3.0,708.0,152.0,1973.0,Monash City Council,-37.9158,145.1811,South-Eastern Metropolitan,7392.0,787500.0
Williamstown,22 Jobson St,3,h,1173000.0,S,Jas,21/10/2017,6.8,3016.0,3.0,2.0,1.0,,116.0,1900.0,Hobsons Bay City Council,-37.85749,144.89151,Western Metropolitan,6380.0,879750.0
Wollert,9 Ingleby St,4,h,643000.0,S,Ray,21/10/2017,25.5,3750.0,4.0,2.0,2.0,421.0,173.0,2013.0,Whittlesea City Council,-37.61938,145.0004,Northern Metropolitan,2940.0,482250.0
Yarraville,6 Deakin St,3,h,920000.0,S,Sweeney,21/10/2017,6.3,3013.0,3.0,1.0,0.0,207.0,99.0,1920.0,Maribyrnong City Council,-37.81306,144.88085,Western Metropolitan,6543.0,690000.0
Airport West,49 Bedford St,4,h,965000.0,PI,Nelson,28/10/2017,10.4,3042.0,4.0,2.0,1.0,730.0,125.0,1950.0,Moonee Valley City Council,-37.7204,144.87419,Western Metropolitan,3464.0,723750.0
Airport West,11 Harrington Rd,6,h,870000.0,VB,Barry,28/10/2017,10.4,3042.0,6.0,3.0,2.0,976.0,186.0,1980.0,Moonee Valley City Council,-37.72394,144.87348,Western Metropolitan,3464.0,652500.0
Albert Park,1A Reed St,3,h,1406000.0,S,Sweeney,28/10/2017,3.0,3206.0,3.0,1.0,,,130.0,1900.0,Port Phillip City Council,-37.84442,144.94465,Southern Metropolitan,3280.0,1054500.0
Altona Meadows,28 Roser Dr,3,h,600000.0,SP,Ace,28/10/2017,15.5,3028.0,3.0,1.0,2.0,482.0,131.0,1992.0,Hobsons Bay City Council,-37.87631,144.7709,Western Metropolitan,7630.0,450000.0
Altona North,39 Hatherley Gr,4,h,920000.0,S,Jas,28/10/2017,9.4,3025.0,4.0,2.0,2.0,,213.0,1960.0,Hobsons Bay City Council,-37.8441,144.85163,Western Metropolitan,5132.0,690000.0
Ardeer,174 Forrest St,3,h,480000.0,VB,Douglas,28/10/2017,12.8,3022.0,3.0,1.0,2.0,400.0,100.0,,Brimbank City Council,-37.78281,144.80403,Western Metropolitan,1281.0,360000.0
Ardeer,130 Suspension St,3,h,650000.0,PI,hockingstuart,28/10/2017,12.8,3022.0,3.0,1.0,3.0,604.0,108.0,1946.0,Brimbank City Council,-37.78127,144.79761,Western Metropolitan,1281.0,487500.0
Armadale,3 Northcote Rd,3,h,1800000.0,VB,Jellis,28/10/2017,6.3,3143.0,3.0,2.0,1.0,167.0,117.0,1910.0,Stonnington City Council,-37.85469,145.01826,Southern Metropolitan,4836.0,1350000.0
Ashburton,37 Karnak Rd,3,h,1870000.0,SP,Marshall,28/10/2017,10.2,3147.0,3.0,1.0,2.0,689.0,159.0,1940.0,Boroondara City Council,-37.87286,145.07412,Southern Metropolitan,3052.0,1402500.0
Ashburton,55 Warner Av,3,h,1620000.0,S,Purplebricks,28/10/2017,10.2,3147.0,3.0,1.0,3.0,637.0,129.0,1947.0,Boroondara City Council,-37.87044,145.08609,Southern Metropolitan,3052.0,1215000.0
Attwood,3 Wilton Pl,4,h,714000.0,S,YPA,28/10/2017,16.5,3049.0,4.0,1.0,2.0,656.0,116.0,1982.0,Hume City Council,-37.67373,144.89627,Northern Metropolitan,1130.0,535500.0
Avondale Heights,14 Hanley St,3,h,865000.0,SP,Brad,28/10/2017,9.5,3034.0,3.0,1.0,2.0,590.0,118.0,1960.0,Moonee Valley City Council,-37.76092,144.85603,Western Metropolitan,4502.0,648750.0
Avondale Heights,43 Hanley St,2,h,780000.0,S,Barry,28/10/2017,9.5,3034.0,2.0,1.0,,588.0,80.0,1960.0,Moonee Valley City Council,-37.7588,144.85474,Western Metropolitan,4502.0,585000.0
Avondale Heights,8 Hanley St,3,h,801000.0,S,Hodges,28/10/2017,9.5,3034.0,3.0,2.0,2.0,580.0,133.0,1950.0,Moonee Valley City Council,-37.76132,144.85619,Western Metropolitan,4502.0,600750.0
Avondale Heights,6 Holden Av,3,h,702500.0,S,Nelson,28/10/2017,9.5,3034.0,3.0,1.0,1.0,201.0,124.0,2005.0,Moonee Valley City Council,-37.75728,144.85825,Western Metropolitan,4502.0,526875.0
Avondale Heights,45 Intervale Dr,4,h,900000.0,VB,Nelson,28/10/2017,9.5,3034.0,4.0,3.0,1.0,612.0,117.0,1970.0,Moonee Valley City Council,-37.7526,144.85488,Western Metropolitan,4502.0,675000.0
Balwyn North,211 Doncaster Rd,5,h,1683000.0,S,VICPROP,28/10/2017,9.7,3104.0,5.0,3.0,4.0,603.0,210.0,1955.0,Boroondara City Council,-37.79414,145.08591,Southern Metropolitan,7809.0,1262250.0
Balwyn North,40 MacEdon Av,2,h,1000000.0,VB,Marshall,28/10/2017,9.7,3104.0,2.0,1.0,2.0,244.0,109.0,1990.0,Boroondara City Council,-37.78963,145.07365,Southern Metropolitan,7809.0,750000.0
Bentleigh,54 Bendigo Av,3,h,1520000.0,SP,C21,28/10/2017,11.4,3204.0,3.0,1.0,2.0,,154.0,1925.0,Glen Eira City Council,-37.92058,145.0372,Southern Metropolitan,6795.0,1140000.0
Bentleigh,16 Huntley Rd,4,h,1540000.0,VB,Thomson,28/10/2017,11.4,3204.0,4.0,2.0,2.0,,195.0,1995.0,Glen Eira City Council,-37.9128,145.02574,Southern Metropolitan,6795.0,1155000.0
Bentleigh East,20 Clements St,4,h,1600000.0,VB,Jellis,28/10/2017,13.8,3165.0,4.0,1.0,4.0,700.0,200.0,1960.0,Glen Eira City Council,-37.90967,145.05948,Southern Metropolitan,10969.0,1200000.0
Berwick,14 Grove Gdns,4,h,717000.0,S,O'Brien,28/10/2017,35.2,3806.0,4.0,2.0,2.0,,182.0,1998.0,Casey City Council,-38.05581,145.3398,Eastern Victoria,17093.0,537750.0
Berwick,3 Poa Mw,2,h,426000.0,S,Barry,28/10/2017,35.2,3806.0,2.0,1.0,1.0,,85.0,2017.0,Casey City Council,-38.04208,145.32381,Eastern Victoria,17093.0,319500.0
Berwick,21 Scanlan St,3,h,1103000.0,S,Peake,28/10/2017,35.2,3806.0,3.0,2.0,3.0,,215.0,1970.0,Casey City Council,-38.03428,145.35511,Eastern Victoria,17093.0,827250.0
Bonbeach,69 Mascot Av,4,h,1501000.0,SP,Buxton,28/10/2017,27.0,3196.0,4.0,2.0,2.0,817.0,220.0,2003.0,Kingston City Council,-38.06923,145.1278,South-Eastern Metropolitan,2887.0,1125750.0
Bonbeach,2 Royal Rd,3,h,1031000.0,S,O'Brien,28/10/2017,27.0,3196.0,3.0,2.0,3.0,564.0,150.0,1950.0,Kingston City Council,-38.06087,145.12686,South-Eastern Metropolitan,2887.0,773250.0
Braybrook,14 Menzies St,2,h,831500.0,S,Sweeney,28/10/2017,8.6,3019.0,2.0,1.0,2.0,,96.0,1960.0,Maribyrnong City Council,-37.78201,144.85302,Western Metropolitan,3589.0,623625.0
Brighton,23A New St,4,h,1950000.0,PI,Nick,28/10/2017,10.5,3186.0,4.0,3.0,2.0,,206.0,2000.0,Bayside City Council,-37.92928,144.99364,Southern Metropolitan,10579.0,1462500.0
Brighton,157 North Rd,3,h,1850000.0,PI,Buxton,28/10/2017,10.5,3186.0,3.0,2.0,2.0,691.0,167.0,1930.0,Bayside City Council,-37.89946,145.00537,Southern Metropolitan,10579.0,1387500.0
Broadmeadows,38 Blair St,3,h,570000.0,S,Stockdale,28/10/2017,14.0,3047.0,3.0,1.0,4.0,,93.0,1960.0,Hume City Council,-37.68198,144.92818,Northern Metropolitan,4294.0,427500.0
Brunswick,209 Albert St,3,h,1150000.0,VB,Jellis,28/10/2017,5.2,3056.0,3.0,1.0,,,111.0,1890.0,Moreland City Council,-37.76904,144.9646,Northern Metropolitan,11918.0,862500.0
Brunswick,12 Bennie St,3,h,1080000.0,S,Ray,28/10/2017,5.2,3056.0,3.0,1.0,,163.0,152.0,1900.0,Moreland City Council,-37.7668,144.96644,Northern Metropolitan,11918.0,810000.0
Brunswick,5 Crook St,3,h,1150000.0,VB,Nelson,28/10/2017,5.2,3056.0,3.0,1.0,1.0,,117.0,1900.0,Moreland City Council,-37.76177,144.9572,Northern Metropolitan,11918.0,862500.0
Brunswick,95 Evans St,2,h,894000.0,SP,Nelson,28/10/2017,5.2,3056.0,2.0,1.0,0.0,,73.0,1900.0,Moreland City Council,-37.77033,144.97069,Northern Metropolitan,11918.0,670500.0
Brunswick East,228 Edward St,3,h,1975000.0,S,Jellis,28/10/2017,4.0,3057.0,3.0,2.0,1.0,,160.0,1910.0,Moreland City Council,-37.77563,144.97592,Northern Metropolitan,5533.0,1481250.0
Brunswick West,18 Hamilton St,3,h,1310000.0,S,Nelson,28/10/2017,5.2,3055.0,3.0,2.0,1.0,408.0,155.0,1920.0,Moreland City Council,-37.76007,144.94888,Northern Metropolitan,7082.0,982500.0
Bulleen,2A Austin St,3,h,1100000.0,PI,Barry,28/10/2017,10.8,3105.0,3.0,3.0,3.0,,200.0,2004.0,Manningham City Council,-37.76472,145.08315,Eastern Metropolitan,4480.0,825000.0
Bundoora,7 Gyra Ct,4,h,790000.0,VB,Jellis,28/10/2017,12.1,3083.0,4.0,2.0,4.0,,140.0,1980.0,Banyule City Council,-37.69916,145.07012,Northern Metropolitan,10175.0,592500.0
Bundoora,5 Sutton Ct,4,h,1080000.0,S,Ray,28/10/2017,12.1,3083.0,4.0,2.0,4.0,,132.0,1960.0,Banyule City Council,-37.70673,145.06723,Northern Metropolitan,10175.0,810000.0
Burwood East,9 Keats St,4,h,1260000.0,S,Harcourts,28/10/2017,14.7,3151.0,4.0,2.0,2.0,582.0,149.0,1970.0,Whitehorse City Council,-37.85144,145.14736,Eastern Metropolitan,4048.0,945000.0
Cairnlea,16 Appletree Gr,3,h,621000.0,S,Barry,28/10/2017,14.8,3023.0,3.0,2.0,2.0,,174.0,2005.0,Brimbank City Council,-37.76065,144.79152,Western Metropolitan,2674.0,465750.0
Cairnlea,250 Station Rd,4,h,672000.0,S,HAR,28/10/2017,14.8,3023.0,4.0,2.0,1.0,,145.0,,Brimbank City Council,-37.75009,144.77869,Western Metropolitan,2674.0,504000.0
Campbellfield,6 Stewart Gr,4,h,666000.0,S,YPA,28/10/2017,16.6,3061.0,4.0,2.0,2.0,575.0,162.0,1960.0,Hume City Council,-37.66949,144.95399,Northern Metropolitan,1889.0,499500.0
Carnegie,9 Margaret St,4,h,1700000.0,PI,Ray,28/10/2017,10.1,3163.0,4.0,2.0,1.0,464.0,175.0,1930.0,Glen Eira City Council,-37.89086,145.06327,Southern Metropolitan,7822.0,1275000.0
Caulfield South,18 Royal Pde,4,h,1730000.0,S,Gary,28/10/2017,8.7,3162.0,4.0,1.0,2.0,,119.0,1950.0,Glen Eira City Council,-37.88789,145.01753,Southern Metropolitan,5051.0,1297500.0
Chadstone,11 Woonah St,3,h,1025000.0,PI,Barry,28/10/2017,11.7,3148.0,3.0,1.0,2.0,590.0,85.0,,Monash City Council,-37.87442,145.09528,Southern Metropolitan,3582.0,768750.0
Cheltenham,2 Cameron St,4,h,1475000.0,S,Buxton,28/10/2017,17.9,3192.0,4.0,2.0,2.0,604.0,137.0,1955.0,Bayside City Council,-37.96928,145.05851,Southern Metropolitan,9758.0,1106250.0
Cheltenham,178 Charman Rd,3,h,1250000.0,VB,Buxton,28/10/2017,17.9,3192.0,3.0,1.0,1.0,604.0,137.0,1955.0,Bayside City Council,-37.97307,145.05446,Southern Metropolitan,9758.0,937500.0
Cheltenham,4 Robross St,4,h,1100000.0,PI,Greg,28/10/2017,17.9,3192.0,4.0,2.0,2.0,,189.0,1960.0,Bayside City Council,-37.96386,145.06962,Southern Metropolitan,9758.0,825000.0
Clayton,5 Flora Rd,3,h,800000.0,PI,Ray,28/10/2017,16.7,3168.0,3.0,2.0,2.0,257.0,146.0,2000.0,Monash City Council,-37.91737,145.11569,South-Eastern Metropolitan,5837.0,600000.0
Clayton,324 Haughton Rd,3,h,1004000.0,S,Woodards,28/10/2017,16.7,3168.0,3.0,1.0,1.0,852.0,117.0,1950.0,Monash City Council,-37.91883,145.11209,South-Eastern Metropolitan,5837.0,753000.0
Clifton Hill,13 Gray St,3,h,1740000.0,S,Purplebricks,28/10/2017,3.6,3068.0,3.0,1.0,2.0,,115.0,1920.0,Yarra City Council,-37.79421,145.00035,Northern Metropolitan,2954.0,1305000.0
Coburg,11 Lobb St,4,h,1350000.0,SP,Barry,28/10/2017,6.7,3058.0,4.0,2.0,1.0,404.0,172.0,1920.0,Darebin City Council,-37.7401,144.96505,Northern Metropolitan,11204.0,1012500.0
Coburg,55 Moore St,4,h,1269000.0,S,Nelson,28/10/2017,6.7,3058.0,4.0,1.0,1.0,422.0,150.0,1920.0,Darebin City Council,-37.7543,144.97134,Northern Metropolitan,11204.0,951750.0
Coburg,75 Phillips St,3,h,1150000.0,VB,Nelson,28/10/2017,6.7,3058.0,3.0,1.0,2.0,459.0,126.0,1930.0,Darebin City Council,-37.74587,144.95445,Northern Metropolitan,11204.0,862500.0
Craigieburn,9 Asbury St,4,h,655000.0,S,Stockdale,28/10/2017,20.6,3064.0,4.0,2.0,2.0,448.0,219.0,2015.0,Hume City Council,-37.57287,144.91884,Northern Metropolitan,15510.0,491250.0
Craigieburn,18 Balyang Wy,3,h,435000.0,S,Barry,28/10/2017,20.6,3064.0,3.0,1.0,1.0,313.0,97.0,2010.0,Hume City Council,-37.59627,144.91243,Northern Metropolitan,15510.0,326250.0
Craigieburn,19 Bradshaw Av,4,h,620000.0,S,LJ,28/10/2017,20.6,3064.0,4.0,2.0,2.0,399.0,183.0,2013.0,Hume City Council,-37.57322,144.90475,Northern Metropolitan,15510.0,465000.0
Craigieburn,82 Grevillea St,3,h,450500.0,SP,Leased,28/10/2017,20.6,3064.0,3.0,2.0,2.0,,150.0,2010.0,Hume City Council,-37.58126,144.90507,Northern Metropolitan,15510.0,337875.0
Craigieburn,20 Middlesborough Dr,3,h,600000.0,S,hockingstuart,28/10/2017,20.6,3064.0,3.0,2.0,2.0,,213.0,2009.0,Hume City Council,-37.58113,144.92587,Northern Metropolitan,15510.0,450000.0
Craigieburn,37 Viewside Cr,4,h,580000.0,S,Ray,28/10/2017,20.6,3064.0,4.0,2.0,2.0,350.0,168.0,2011.0,Hume City Council,-37.57532,144.91332,Northern Metropolitan,15510.0,435000.0
Cranbourne,29 Earlston Cct,4,h,910500.0,S,iTRAK,28/10/2017,34.7,3977.0,4.0,2.0,3.0,4208.0,200.0,1993.0,Casey City Council,-38.12479,145.28744,South-Eastern Metropolitan,7680.0,682875.0
Croydon,99 Eastfield Rd,3,h,660000.0,S,McGrath,28/10/2017,23.0,3136.0,3.0,1.0,2.0,512.0,89.0,1960.0,Maroondah City Council,-37.81139,145.27414,Eastern Metropolitan,11925.0,495000.0
Croydon,27 Stirling Rd,4,h,1115000.0,S,Fletchers,28/10/2017,23.0,3136.0,4.0,2.0,2.0,1237.0,215.0,1970.0,Maroondah City Council,-37.79136,145.27375,Eastern Metropolitan,11925.0,836250.0
Dallas,41 Berger St,4,h,560000.0,S,Barry,28/10/2017,14.0,3047.0,4.0,3.0,2.0,,205.0,2000.0,Hume City Council,-37.66996,144.93807,Northern Metropolitan,2246.0,420000.0
Dallas,2 Melton Ct,3,h,465000.0,S,Stockdale,28/10/2017,14.0,3047.0,3.0,1.0,2.0,542.0,104.0,1960.0,Hume City Council,-37.67363,144.92733,Northern Metropolitan,2246.0,348750.0
Dandenong North,26 Blaxland Dr,5,h,775000.0,S,Boutique,28/10/2017,24.7,3175.0,5.0,3.0,2.0,736.0,170.0,1975.0,Greater Dandenong City Council,-37.94059,145.20472,South-Eastern Metropolitan,8322.0,581250.0
Dandenong North,192 Gladstone Rd,3,h,651800.0,SP,Boutique,28/10/2017,24.7,3175.0,3.0,2.0,2.0,570.0,132.0,1980.0,Greater Dandenong City Council,-37.95422,145.20755,South-Eastern Metropolitan,8322.0,488850.0
Dandenong North,1/1 Victor Av,3,h,574000.0,PI,Stockdale,28/10/2017,24.7,3175.0,3.0,1.0,2.0,,100.0,1975.0,Greater Dandenong City Council,-37.95452,145.21197,South-Eastern Metropolitan,8322.0,430500.0
Deer Park,31 Poole St,3,h,765000.0,S,Douglas,28/10/2017,14.8,3023.0,3.0,1.0,2.0,691.0,101.0,1960.0,Brimbank City Council,-37.77382,144.77038,Western Metropolitan,6388.0,573750.0
Derrimut,39 Palmer Pde,4,h,730000.0,S,FN,28/10/2017,14.7,3030.0,4.0,2.0,2.0,,193.0,2009.0,Brimbank City Council,-37.79017,144.75801,Western Metropolitan,2276.0,547500.0
Doncaster,31 Ayr St,3,h,1343500.0,S,Ray,28/10/2017,12.4,3108.0,3.0,2.0,2.0,,140.0,1970.0,Manningham City Council,-37.78477,145.10407,Eastern Metropolitan,9028.0,1007625.0
Doncaster,6 Benalong Ct,4,h,1500000.0,S,RT,28/10/2017,12.4,3108.0,4.0,2.0,2.0,,200.0,1983.0,Manningham City Council,-37.78375,145.12028,Eastern Metropolitan,9028.0,1125000.0
Doncaster,27 Buckingham Cr,3,h,1490000.0,S,Noel,28/10/2017,12.4,3108.0,3.0,1.0,2.0,,115.0,1980.0,Manningham City Council,-37.77945,145.10869,Eastern Metropolitan,9028.0,1117500.0
Doncaster East,271 Blackburn Rd,3,h,1155000.0,S,Barry,28/10/2017,14.3,3109.0,3.0,1.0,1.0,656.0,108.0,1968.0,Manningham City Council,-37.7805,145.16319,Eastern Metropolitan,10999.0,866250.0
Doncaster East,36 Gedye St,4,h,1105000.0,SP,Philip,28/10/2017,14.3,3109.0,4.0,2.0,1.0,655.0,158.0,1970.0,Manningham City Council,-37.79845,145.14881,Eastern Metropolitan,10999.0,828750.0
Elwood,20 Addison St,3,h,1640000.0,S,Chisholm,28/10/2017,7.2,3184.0,3.0,1.0,2.0,,123.0,1930.0,Port Phillip City Council,-37.87505,144.98085,Southern Metropolitan,8989.0,1230000.0
Epping,16 Lowalde Dr,3,h,620500.0,S,hockingstuart,28/10/2017,19.6,3076.0,3.0,1.0,2.0,,95.0,1990.0,Whittlesea City Council,-37.6487,145.04054,Northern Metropolitan,10926.0,465375.0
Epping,111 Peppercorn Pde,4,h,656000.0,S,RW,28/10/2017,19.6,3076.0,4.0,1.0,2.0,570.0,143.0,1980.0,Whittlesea City Council,-37.64907,145.04282,Northern Metropolitan,10926.0,492000.0
Epping,3 Shaftesbury Dr,3,h,470000.0,S,Millership,28/10/2017,19.6,3076.0,3.0,1.0,1.0,306.0,100.0,2004.0,Whittlesea City Council,-37.62906,145.03785,Northern Metropolitan,10926.0,352500.0
Essendon,33 Amelia Av,4,h,1507000.0,S,Nelson,28/10/2017,7.5,3040.0,4.0,2.0,2.0,558.0,147.0,1925.0,Moonee Valley City Council,-37.74476,144.92504,Western Metropolitan,9264.0,1130250.0
Essendon North,55 Bulla Rd,2,h,750000.0,SP,Nelson,28/10/2017,8.2,3041.0,2.0,1.0,2.0,304.0,97.0,1950.0,Moonee Valley City Council,-37.73977,144.90675,Western Metropolitan,1308.0,562500.0
Fawkner,5 Kiddle St,4,h,850000.0,S,Ray,28/10/2017,13.1,3060.0,4.0,3.0,3.0,367.0,217.0,2012.0,Hume City Council,-37.71734,144.97057,Northern Metropolitan,5070.0,637500.0
Fitzroy North,77 Scotchmer St,3,h,1260000.0,VB,Jellis,28/10/2017,3.6,3068.0,3.0,1.0,0.0,,126.0,1890.0,Moreland City Council,-37.78286,144.9812,Northern Metropolitan,6244.0,945000.0
Flemington,29 Eltham St,4,h,1600000.0,S,Nelson,28/10/2017,3.4,3031.0,4.0,2.0,,231.0,203.0,1910.0,Melbourne City Council,-37.78459,144.92963,Northern Metropolitan,3593.0,1200000.0
Flemington,53 Marshall St,3,h,1161000.0,S,Nelson,28/10/2017,3.4,3031.0,3.0,1.0,1.0,223.0,150.0,1910.0,Melbourne City Council,-37.78643,144.92482,Northern Metropolitan,3593.0,870750.0
Frankston,88 Franciscan Av,4,h,600000.0,PI,Barry,28/10/2017,38.0,3199.0,4.0,1.0,1.0,650.0,156.0,1980.0,Frankston City Council,-38.16756,145.15559,South-Eastern Metropolitan,17055.0,450000.0
Frankston,6 Gladwyn Av,4,h,665000.0,S,Barry,28/10/2017,38.0,3199.0,4.0,2.0,2.0,,142.0,2012.0,Frankston City Council,-38.14406,145.14121,South-Eastern Metropolitan,17055.0,498750.0
Frankston,43 Highview Rd,3,h,800000.0,SP,Eview,28/10/2017,38.0,3199.0,3.0,1.0,2.0,904.0,140.0,1960.0,Frankston City Council,-38.15933,145.14677,South-Eastern Metropolitan,17055.0,600000.0
Frankston,13 Isabella Cr,4,h,670000.0,S,Ray,28/10/2017,38.0,3199.0,4.0,2.0,2.0,692.0,181.0,1977.0,Frankston City Council,-38.17436,145.1565,South-Eastern Metropolitan,17055.0,502500.0
Frankston,6 Meerlu Av,3,h,625000.0,S,Ray,28/10/2017,38.0,3199.0,3.0,1.0,1.0,538.0,108.0,1980.0,Frankston City Council,-38.14599,145.15602,South-Eastern Metropolitan,17055.0,468750.0
Gisborne South,31 Stanton Ct,3,h,930000.0,S,Raine,28/10/2017,45.9,3437.0,3.0,2.0,4.0,40468.0,215.0,,Macedon Ranges Shire Council,-37.54812,144.63257,Northern Victoria,290.0,697500.0
Gladstone Park,3 Finlay Cl,4,h,760000.0,S,Barry,28/10/2017,12.9,3043.0,4.0,3.0,2.0,578.0,208.0,1980.0,Hume City Council,-37.685,144.8934,Western Metropolitan,3285.0,570000.0
Gladstone Park,77 Wolverton Dr,3,h,665000.0,S,Barry,28/10/2017,12.9,3043.0,3.0,1.0,2.0,550.0,136.0,1960.0,Hume City Council,-37.685,144.88906,Western Metropolitan,3285.0,498750.0
Glen Waverley,2 Hampton Ct,4,h,1300000.0,S,Ray,28/10/2017,16.7,3150.0,4.0,2.0,0.0,712.0,163.0,1960.0,Monash City Council,-37.8939,145.14707,Eastern Metropolitan,15321.0,975000.0
